id	idx_fundamento_llm	idx_fundamento_exp	idx_evidencias_llm	idx_evidencias_exp	idx_riscos_llm	idx_riscos_exp	idx_impacto_llm	idx_impacto_exp
816	0,982	0,986	0,978	0,980	0,974	0,984	0,951	0,951
817	0,981	0,996	0,983	0,979	0,969	0,980	0,964	0,966
818	0,982	0,986	0,978	0,984	0,979	0,982	0,951	0,957
819	0,981	0,986	0,983	0,980	0,969	0,982	0,964	0,966
820	0,981	0,988	0,978	0,979	0,971	0,980	0,957	0,964
821	0,981	0,988	0,978	0,979	0,974	0,984	0,957	0,966
822	0,992	0,986	0,978	0,984	0,979	0,982	0,957	0,957
823	0,985	0,996	0,978	0,984	0,969	0,982	0,966	0,951
824	0,985	0,988	0,978	0,979	0,969	0,982	0,964	0,957
825	0,992	0,996	0,978	0,980	0,974	0,980	0,957	0,951
826	0,992	0,996	0,979	0,979	0,971	0,980	0,964	0,964
827	0,985	0,988	0,978	0,978	0,979	0,979	0,951	0,966
828	0,982	0,996	0,978	0,980	0,979	0,980	0,966	0,964
829	0,981	0,986	0,978	0,984	0,971	0,982	0,951	0,966
830	0,985	0,986	0,978	0,979	0,974	0,980	0,951	0,957
831	0,985	0,988	0,978	0,978	0,971	0,979	0,951	0,964
832	0,981	0,986	0,983	0,979	0,969	0,979	0,951	0,964
833	0,982	0,988	0,983	0,980	0,974	0,980	0,966	0,966
834	0,985	0,996	0,978	0,978	0,969	0,979	0,964	0,964
835	0,981	0,986	0,979	0,979	0,971	0,984	0,957	0,964
836	0,985	0,996	0,978	0,984	0,969	0,984	0,951	0,966
837	0,982	0,986	0,983	0,980	0,979	0,980	0,951	0,957
838	0,982	0,986	0,979	0,979	0,971	0,979	0,966	0,966
839	0,992	0,996	0,978	0,978	0,979	0,979	0,951	0,957
840	0,981	0,988	0,983	0,978	0,974	0,982	0,957	0,964
841	0,982	0,988	0,978	0,979	0,974	0,982	0,966	0,966
842	0,981	0,988	0,978	0,979	0,971	0,984	0,957	0,957
843	0,981	0,988	0,983	0,978	0,971	0,980	0,957	0,957
844	0,992	0,986	0,983	0,979	0,979	0,980	0,966	0,964
845	0,981	0,996	0,978	0,979	0,971	0,982	0,951	0,966
846	0,981	0,996	0,983	0,979	0,969	0,984	0,966	0,951
847	0,982	0,988	0,978	0,979	0,974	0,984	0,951	0,957
848	0,985	0,996	0,979	0,979	0,969	0,979	0,964	0,951
849	0,985	0,996	0,983	0,978	0,974	0,980	0,964	0,964
850	0,992	0,988	0,978	0,984	0,974	0,980	0,957	0,966
851	0,981	0,996	0,978	0,984	0,969	0,984	0,957	0,964
852	0,985	0,996	0,983	0,979	0,969	0,980	0,957	0,951
853	0,985	0,988	0,978	0,984	0,971	0,984	0,957	0,951
854	0,992	0,986	0,983	0,980	0,971	0,980	0,966	0,966
855	0,985	0,988	0,978	0,978	0,974	0,982	0,951	0,964
856	0,982	0,988	0,978	0,979	0,969	0,984	0,966	0,951
857	0,982	0,988	0,979	0,978	0,971	0,980	0,951	0,951
858	0,992	0,996	0,979	0,978	0,969	0,984	0,964	0,951
859	0,981	0,988	0,983	0,979	0,971	0,982	0,964	0,951
860	0,992	0,996	0,978	0,978	0,974	0,982	0,957	0,964
861	0,992	0,996	0,978	0,979	0,974	0,979	0,957	0,951
862	0,982	0,988	0,983	0,978	0,971	0,984	0,964	0,966
863	0,992	0,988	0,978	0,979	0,969	0,980	0,966	0,957
864	0,982	0,988	0,979	0,980	0,969	0,980	0,951	0,966
865	0,992	0,986	0,978	0,984	0,979	0,984	0,951	0,964
866	0,981	0,996	0,978	0,979	0,974	0,979	0,957	0,964
867	0,985	0,988	0,983	0,980	0,969	0,982	0,957	0,964
868	0,981	0,996	0,978	0,980	0,969	0,982	0,964	0,951
869	0,985	0,996	0,979	0,984	0,969	0,980	0,966	0,964
870	0,982	0,996	0,979	0,980	0,969	0,984	0,957	0,964
871	0,982	0,988	0,978	0,980	0,969	0,982	0,964	0,966
872	0,982	0,988	0,978	0,980	0,974	0,982	0,964	0,951
873	0,982	0,988	0,979	0,984	0,974	0,982	0,951	0,957
874	0,985	0,988	0,978	0,984	0,969	0,982	0,957	0,957
875	0,981	0,988	0,979	0,980	0,979	0,980	0,957	0,964
876	0,982	0,986	0,979	0,980	0,971	0,984	0,966	0,951
877	0,985	0,996	0,983	0,979	0,979	0,984	0,964	0,957
878	0,981	0,988	0,983	0,984	0,979	0,979	0,951	0,966
879	0,992	0,996	0,983	0,979	0,974	0,982	0,957	0,951
880	0,985	0,988	0,978	0,979	0,974	0,984	0,966	0,966
881	0,992	0,988	0,979	0,979	0,979	0,980	0,964	0,951
882	0,981	0,986	0,978	0,984	0,979	0,984	0,951	0,966
883	0,981	0,986	0,978	0,984	0,969	0,984	0,966	0,966
884	0,981	0,996	0,978	0,980	0,971	0,980	0,966	0,964
885	0,981	0,996	0,978	0,979	0,979	0,979	0,951	0,951
886	0,985	0,986	0,978	0,979	0,969	0,980	0,951	0,957
887	0,982	0,988	0,978	0,979	0,971	0,980	0,966	0,966
888	0,981	0,988	0,978	0,978	0,971	0,984	0,966	0,951
889	0,992	0,988	0,979	0,978	0,974	0,980	0,951	0,966
890	0,985	0,996	0,978	0,978	0,979	0,984	0,951	0,957
891	0,982	0,988	0,978	0,978	0,974	0,980	0,964	0,966
892	0,992	0,996	0,978	0,984	0,974	0,982	0,964	0,966
893	0,982	0,986	0,983	0,984	0,971	0,979	0,957	0,951
894	0,985	0,986	0,983	0,979	0,979	0,980	0,951	0,951
895	0,985	0,996	0,978	0,979	0,971	0,984	0,951	0,964
896	0,981	0,986	0,978	0,978	0,974	0,979	0,957	0,966
897	0,982	0,988	0,978	0,979	0,971	0,982	0,966	0,957
898	0,992	0,988	0,978	0,984	0,979	0,982	0,966	0,951
899	0,982	0,988	0,979	0,979	0,969	0,982	0,966	0,964
900	0,992	0,988	0,978	0,979	0,971	0,982	0,951	0,964
901	0,982	0,988	0,978	0,980	0,969	0,979	0,966	0,966
902	0,982	0,988	0,978	0,979	0,974	0,980	0,957	0,957
903	0,981	0,996	0,979	0,979	0,979	0,984	0,964	0,957
904	0,981	0,988	0,983	0,978	0,974	0,982	0,964	0,964
905	0,992	0,996	0,978	0,984	0,979	0,980	0,964	0,957
906	0,982	0,986	0,978	0,978	0,969	0,982	0,957	0,964
907	0,992	0,988	0,978	0,984	0,974	0,979	0,964	0,957
908	0,985	0,986	0,978	0,979	0,971	0,980	0,966	0,957
909	0,985	0,986	0,979	0,984	0,979	0,984	0,964	0,951
910	0,992	0,988	0,978	0,980	0,971	0,979	0,964	0,964
911	0,982	0,988	0,978	0,984	0,969	0,982	0,964	0,964
912	0,981	0,988	0,978	0,979	0,969	0,982	0,951	0,957
913	0,981	0,988	0,983	0,984	0,969	0,982	0,957	0,957
914	0,982	0,996	0,979	0,978	0,974	0,984	0,964	0,957
915	0,992	0,988	0,978	0,984	0,971	0,982	0,966	0,964
916	0,982	0,996	0,978	0,979	0,974	0,980	0,951	0,964
917	0,992	0,996	0,978	0,980	0,971	0,982	0,964	0,951
918	0,985	0,988	0,978	0,978	0,974	0,979	0,951	0,966
919	0,985	0,996	0,983	0,980	0,971	0,979	0,964	0,966
920	0,985	0,986	0,979	0,979	0,974	0,984	0,964	0,964
921	0,992	0,988	0,978	0,980	0,974	0,980	0,966	0,966
922	0,981	0,996	0,983	0,984	0,969	0,982	0,951	0,964
923	0,981	0,988	0,983	0,978	0,974	0,982	0,966	0,957
924	0,985	0,996	0,978	0,984	0,979	0,982	0,951	0,951
925	0,992	0,996	0,983	0,978	0,971	0,984	0,957	0,966
926	0,981	0,988	0,983	0,979	0,979	0,980	0,964	0,957
927	0,981	0,996	0,979	0,980	0,974	0,982	0,966	0,957
928	0,982	0,988	0,983	0,984	0,969	0,982	0,966	0,964
929	0,985	0,996	0,978	0,979	0,969	0,980	0,966	0,957
930	0,992	0,986	0,978	0,980	0,971	0,982	0,951	0,964
931	0,985	0,996	0,978	0,979	0,974	0,982	0,966	0,951
932	0,985	0,996	0,978	0,979	0,974	0,982	0,951	0,964
933	0,981	0,996	0,978	0,984	0,971	0,982	0,957	0,964
934	0,985	0,986	0,978	0,978	0,969	0,982	0,966	0,951
935	0,981	0,988	0,983	0,978	0,974	0,980	0,951	0,951
936	0,985	0,996	0,979	0,984	0,969	0,979	0,964	0,951
937	0,982	0,996	0,978	0,984	0,969	0,979	0,966	0,966
938	0,992	0,988	0,983	0,984	0,969	0,979	0,966	0,964
939	0,982	0,988	0,983	0,978	0,979	0,984	0,966	0,957
940	0,992	0,986	0,978	0,984	0,971	0,984	0,951	0,966
941	0,982	0,986	0,978	0,978	0,971	0,982	0,966	0,966
942	0,981	0,986	0,983	0,979	0,969	0,980	0,951	0,957
943	0,981	0,988	0,978	0,979	0,974	0,979	0,964	0,966
944	0,982	0,988	0,978	0,979	0,974	0,984	0,966	0,964
945	0,981	0,986	0,978	0,979	0,971	0,980	0,957	0,966
946	0,982	0,988	0,978	0,984	0,971	0,982	0,966	0,964
947	0,981	0,988	0,978	0,980	0,969	0,980	0,951	0,951
948	0,985	0,986	0,978	0,980	0,969	0,982	0,957	0,951
949	0,982	0,988	0,978	0,979	0,969	0,982	0,964	0,964
950	0,981	0,986	0,983	0,980	0,974	0,982	0,966	0,957
951	0,992	0,986	0,979	0,984	0,969	0,979	0,951	0,966
952	0,981	0,988	0,978	0,980	0,974	0,979	0,964	0,951
953	0,992	0,988	0,983	0,980	0,969	0,979	0,966	0,966
954	0,982	0,988	0,979	0,979	0,974	0,980	0,966	0,951
955	0,992	0,996	0,979	0,980	0,969	0,979	0,966	0,951
956	0,985	0,986	0,983	0,978	0,979	0,982	0,957	0,951
957	0,992	0,988	0,983	0,979	0,974	0,982	0,966	0,957
958	0,982	0,988	0,978	0,979	0,971	0,980	0,951	0,964
959	0,981	0,988	0,978	0,980	0,974	0,979	0,964	0,964
960	0,985	0,996	0,983	0,979	0,971	0,979	0,951	0,951
961	0,981	0,986	0,978	0,980	0,979	0,980	0,951	0,964
962	0,982	0,986	0,978	0,978	0,979	0,982	0,957	0,966
963	0,981	0,996	0,979	0,980	0,971	0,980	0,957	0,951
964	0,981	0,986	0,978	0,984	0,969	0,979	0,957	0,964
965	0,985	0,986	0,978	0,979	0,969	0,982	0,966	0,951
966	0,982	0,986	0,983	0,978	0,979	0,984	0,964	0,951
967	0,981	0,996	0,983	0,984	0,974	0,979	0,951	0,951
968	0,992	0,988	0,978	0,978	0,971	0,984	0,966	0,966
969	0,982	0,986	0,978	0,984	0,974	0,984	0,966	0,957
970	0,981	0,988	0,978	0,979	0,974	0,984	0,964	0,966
971	0,982	0,996	0,978	0,978	0,974	0,982	0,957	0,964
972	0,982	0,996	0,983	0,984	0,974	0,979	0,966	0,966
973	0,981	0,996	0,983	0,978	0,974	0,980	0,951	0,957
974	0,992	0,988	0,978	0,984	0,979	0,979	0,951	0,964
975	0,982	0,986	0,983	0,978	0,971	0,980	0,964	0,957
976	0,985	0,986	0,978	0,979	0,971	0,984	0,951	0,964
977	0,985	0,988	0,979	0,979	0,971	0,980	0,964	0,957
978	0,992	0,996	0,978	0,978	0,979	0,982	0,966	0,966
979	0,982	0,986	0,978	0,980	0,969	0,980	0,957	0,964
980	0,992	0,988	0,978	0,979	0,974	0,980	0,964	0,964
981	0,981	0,996	0,979	0,979	0,971	0,979	0,964	0,966
982	0,981	0,988	0,978	0,980	0,974	0,979	0,957	0,964
983	0,982	0,986	0,979	0,980	0,969	0,980	0,964	0,966
984	0,982	0,988	0,983	0,984	0,969	0,980	0,957	0,957
985	0,982	0,986	0,978	0,979	0,969	0,984	0,951	0,964
986	0,982	0,988	0,983	0,978	0,969	0,984	0,966	0,951
987	0,981	0,986	0,983	0,980	0,974	0,982	0,951	0,964
988	0,985	0,988	0,983	0,979	0,969	0,980	0,966	0,957
989	0,985	0,988	0,983	0,984	0,974	0,984	0,957	0,964
990	0,981	0,988	0,983	0,978	0,974	0,980	0,951	0,966
991	0,982	0,988	0,978	0,984	0,974	0,982	0,951	0,964
992	0,985	0,996	0,978	0,984	0,969	0,980	0,957	0,966
993	0,985	0,996	0,978	0,979	0,974	0,980	0,966	0,966
994	0,982	0,996	0,983	0,984	0,971	0,979	0,966	0,957
995	0,985	0,986	0,979	0,980	0,969	0,984	0,957	0,957
996	0,982	0,988	0,978	0,980	0,969	0,982	0,964	0,951
997	0,992	0,996	0,978	0,984	0,971	0,980	0,966	0,951
998	0,992	0,988	0,978	0,980	0,974	0,982	0,964	0,964
999	0,981	0,986	0,983	0,980	0,971	0,979	0,951	0,951
1000	0,985	0,996	0,979	0,979	0,971	0,982	0,951	0,957
